brightness,contrast,saturation,hue,rotation,h_flip,v_flip,noise_mean,noise_std,pixel_auroc,pixel_aupro,pixel_f1,pixel_sensitivity,pixel_specificity,image_auroc,image_ap,image_f1,image_sensitivity,image_specificity
0,0,0,0,0,0,0,0,0,0.6901518328892465,0.36705982272104176,0.6263714511482514,0.9041741325877801,0.320834325693557,0.5767350928641252,0.8754150609044136,0.8942307692307693,,
0,0,0,0,0,0,1,0,0,0.6901638500001296,0.3670976927327595,0.6263758589315539,0.903822414147789,0.3213813522790929,0.5772238514173998,0.8755258839929175,0.8942307692307693,,
0,0,0,0,0,1,0,0,0,0.6901511127285488,0.3670448499862776,0.6263703951695023,0.903310657869714,0.3221394734756772,0.5762463343108505,0.8751855828031809,0.8942307692307693,,
0,0,0,0,0,1,1,0,0,0.6901620782436991,0.3671133962330761,0.6263681307391977,0.9046799409779184,0.3200572432468631,0.5791788856304985,0.8762275819172212,0.8942307692307693,,
0,0,0,0,40,0,0,0,0,0.6901582648937888,0.36707027830486133,0.6263752458749318,0.9045134001156904,0.3203322909760561,0.5777126099706745,0.8757395737597873,0.8942307692307693,,
0,0,0,0,40,0,1,0,0,0.6901444435079419,0.3670802593197031,0.6263644375188495,0.9045658208347059,0.32021841387279587,0.5777126099706745,0.8757747813020845,0.8942307692307693,,
0,0,0,0,40,1,0,0,0,0.6901554625505151,0.36711316176785946,0.6263666334891739,0.9034744230509049,0.3218793317003276,0.5772238514173998,0.8755398542793175,0.8942307692307693,,
0,0,0,0,40,1,1,0,0,0.6901524060618551,0.3670972172139674,0.6263677519610006,0.903447697207776,0.32192339194624736,0.5777126099706745,0.8757747813020845,0.8942307692307693,,
0,0,0,0.5,0,0,0,0,0,0.6901537351530749,0.3670186723119265,0.6263671835324464,0.9035500008802874,0.3217665506230853,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
0,0,0,0.5,0,0,1,0,0,0.6901568005173198,0.3670917922244859,0.6263702212784616,0.9044718442053059,0.3203792556909233,0.5772238514173998,0.8754794896761477,0.8942307692307693,,
0,0,0,0.5,0,1,0,0,0,0.6901588435859627,0.3670886700726214,0.6263717277309879,0.9034920287991975,0.32186886465185666,0.5777126099706745,0.8758211756188543,0.8942307692307693,,
0,0,0,0.5,0,1,1,0,0,0.6901736071051802,0.36709128363030097,0.626382026210516,0.9032261185558401,0.3223045897952744,0.5777126099706744,0.8757109615039194,0.8942307692307693,,
0,0,0,0.5,40,0,0,0,0,0.6901546122430636,0.36708330003542666,0.626368823202912,0.9032752084576111,0.322188191832173,0.5782013685239491,0.8759357563785963,0.8942307692307693,,
0,0,0,0.5,40,0,1,0,0,0.6901700779295536,0.3671122685790646,0.6263768272913629,0.9035105862095602,0.3218569727695624,0.5786901270772238,0.8760605497535001,0.8942307692307693,,
0,0,0,0.5,40,1,0,0,0,0.6901453452742868,0.36706800841032755,0.6263620056853734,0.9042649370102807,0.32066663371281773,0.5777126099706745,0.8757747813020845,0.8942307692307693,,
0,0,0,0.5,40,1,1,0,0,0.6901563842517618,0.3670950347163828,0.6263753488332633,0.9046399711709837,0.3201408152307283,0.5786901270772239,0.8760533524214895,0.8942307692307693,,
0,0,0.5,0,0,0,0,0,0,0.6901653473092858,0.36709928735862707,0.626374089832442,0.9039848311410476,0.3211295951027804,0.5782013685239491,0.8757987196977635,0.8942307692307693,,
0,0,0.5,0,0,0,1,0,0,0.6901703380338267,0.36710400430117984,0.6263788769724901,0.903458403406062,0.3219425724015607,0.5772238514173997,0.8755296416641556,0.8942307692307693,,
0,0,0.5,0,0,1,0,0,0,0.6901580287636494,0.36707737472882973,0.6263759640160887,0.9045252165863913,0.320316672605301,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
0,0,0.5,0,0,1,1,0,0,0.6901605072295321,0.36703726405357406,0.626373856990484,0.9042032375860838,0.3207978828284617,0.5772238514173998,0.8755963807441773,0.8942307692307693,,
0,0,0.5,0,40,0,0,0,0,0.6901600707158548,0.3670781967202687,0.6263752867470207,0.9046039666226734,0.32019517812121634,0.5767350928641252,0.8753931679262905,0.8942307692307693,,
0,0,0.5,0,40,0,1,0,0,0.6901601387753509,0.36713758798864254,0.6263749195573495,0.9035443702130407,0.3217997054101269,0.5777126099706744,0.8755940704358898,0.8942307692307693,,
0,0,0.5,0,40,1,0,0,0,0.6901657892823273,0.3670939173225183,0.6263750556269629,0.9032677537713971,0.32221931897108147,0.5767350928641252,0.8753669026429448,0.8942307692307693,,
0,0,0.5,0,40,1,1,0,0,0.6901479773067081,0.3670627524234501,0.6263679392923774,0.9039801521358707,0.3211171004061763,0.5782013685239492,0.8759459689937581,0.8942307692307693,,
