brightness,contrast,saturation,hue,rotation,h_flip,v_flip,pixel_auroc,pixel_aupro,pixel_f1,pixel_sensitivity,pixel_specificity,image_auroc,image_ap,image_f1,image_sensitivity,image_specificity,noise_mean,noise_std
0,0,0,0,0,0,0,0.6306785488739877,0.3547128146234357,0.2611063417084562,0.6802998315307688,0.5314222871698869,0.6373411534701858,0.8913657847014123,0.8942307692307693,,,0.0,0.1
0,0,0,0,0,0,1,0.6306476303135683,0.3547919992239404,0.2610879586928847,0.6807675403962443,0.530960165830677,0.6358748778103617,0.8912177778408741,0.8942307692307693,,,0.0,0.1
0,0,0,0,0,1,0,0.6306453679176961,0.354753057530176,0.2610848810217898,0.6805307817984637,0.5311612908459705,0.6358748778103618,0.8910755911086674,0.8942307692307693,,,0.0,0.1
0,0,0,0,0,1,1,0.6306740183533003,0.3547427629860774,0.2611020449904482,0.6800445415941432,0.5316365537722356,0.6358748778103618,0.8910755911086674,0.8942307692307693,,,0.0,0.1
0,0,0,0,30,0,0,0.6306755058435359,0.3546668089003137,0.2611041916419297,0.6805462706786923,0.5311987700649183,0.635386119257087,0.8910754515612272,0.8942307692307693,,,0.0,0.1
0,0,0,0,30,0,1,0.6306799759596423,0.35476180451521117,0.2611014438600453,0.6803164267595851,0.5313946457870586,0.6358748778103618,0.8913233409101213,0.8942307692307693,,,0.0,0.0
0,0,0,0,30,1,0,0.6306853099242067,0.3546685993996729,0.2611065116029957,0.6802630454402258,0.531455251262556,0.6339198435972629,0.890593633751307,0.8942307692307693,,,0.0,0.0
