brightness,contrast,saturation,hue,rotation,h_flip,v_flip,pixel_auroc,pixel_aupro,image_auroc,image_ap,noise_mean,noise_std
0,0,0,0,0,0,0,0.7794514590636998,0.4896032426812527,0.7771260997067448,0.9347892152901798,0.0,0.1
0,0,0,0,0,0,1,0.7875499427850604,0.5147170736470101,0.7497556207233627,0.923492136160183,0.0,0.1
0,0,0,0,0,1,0,0.7804719243397207,0.5016717795638086,0.7702834799608993,0.9420554357736177,0.0,0.1
0,0,0,0,0,1,1,0.7839447997587329,0.47609194963865054,0.7849462365591398,0.9403566640271883,0.0,0.1
0,0,0,0,30,0,0,0.783009239066251,0.47053014805061094,0.7018572825024438,0.9165395641857675,0.0,0.1
0,0,0,0,30,0,1,0.785991019050892,0.48474920257486637,0.7697947214076246,0.9337340679873466,0.0,0.1
0,0,0,0,30,1,0,0.7867596377554311,0.4692710043041819,0.7653958944281525,0.9266902704423996,0.0,0.1
0,0,0,0,30,1,1,0.7814461623081367,0.4657003995839059,0.7741935483870969,0.9360836242571386,0.0,0.1
